university,publication_date,message,views,forwards
SPBU timetable,2023-05-16 03:41:05+03:00,"👨‍👩‍👧‍👦 Группа: **Группа 20.Б08-мм**
📆 Неделя: [22.05 — 28.05](https://timetable.spbu.ru/MATH/StudentGroupEvents/Primary/334753/2023-05-22)


1️⃣ **понедельник, 22 мая**
📍 Университетский проспект, д. 28, лит. Д
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Телекоммуникации**
    🕐 13:40-15:15
    __💬 семинар__
    __👨🏻‍🏫 Зеленчук И. В.
    🚪 каб. 3357__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Организация и дизайн современных компьютеров**
    🕒 15:25-17:00
    __🗣 лекция__
    __👨🏻‍🏫 Салищев С. И.
    🚪 каб. 2414__


2️⃣ **вторник, 23 мая**
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория вероятностей и математическая статистика**
    🕚 11:15-12:50
    __🧑🏻‍💻 практическое занятие__
    __👨🏻‍🏫 Невзоров В. Б.
    📍 Университетский проспект, д. 28, лит. Б,2502__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Экстремальные задачи**
    🕐 13:40-15:15
    __🗣 лекция__
    __👨🏻‍🏫 Мокаев Р. Н.
    📍 Университетский проспект, д. 28, лит. Д,405__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория вероятностей и математическая статистика**
    🕒 15:25-17:00
    __🗣 лекция__
    __👨🏻‍🏫 Невзоров В. Б.
    📍 Университетский проспект, д. 28, лит. Б,2506__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Технология разработки программного обеспечения**
    🕔 17:10-18:45
    __🗣 лекция__
    __👨🏻‍🏫 Литвинов Ю. В.
    📍 Университетский проспект, д. 28, лит. А,1__


3️⃣ **среда, 24 мая**
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Введение в архитектуру программ**
    🕘 09:30-11:05
    __🗣 лекция__
    __👨🏻‍🏫 Григорьева А. В.
    📍 Университетский проспект, д. 28, лит. Д,2446__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Локальные сети и вычислительные системы**
    🕘 09:30-11:05
    __🗣 лекция__
    __👨🏻‍🏫 Иванцова О. Н.
    📍 Университетский проспект, д. 28, лит. Д,2410__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Экстремальные задачи**
    🕚 11:15-12:50
    __🗣 лекция__
    __👨🏻‍🏫 Осмоловский В. Г.
    📍 Университетский проспект, д. 28, лит. Б,3522__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Сетевые технологии**
    🕐 13:40-15:15
    __💬 семинар__
    __👨🏻‍🏫 Иванцова О. Н.
    📍 Университетский проспект, д. 28, лит. Б,2510__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Статистический анализ данных**
    🕐 13:40-15:15
    __💬 семинар__
    __👨🏻‍🏫 Алексеева Н. П.
    📍 Университетский проспект, д. 28, лит. Б,3522__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Вычислительный практикум**
    🕒 15:25-17:00
    __🔬 лабораторная работа__
    __👨🏻‍🏫 Евдокимова Т. О.
    📍 Университетский проспект, д. 28, лит. Д,2410__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Вычислительный практикум**
    🕔 17:10-18:45
    __🔬 лабораторная работа__
    __👨🏻‍🏫 Евдокимова Т. О.
    📍 Университетский проспект, д. 28, лит. Д,2410__


4️⃣ **четверг, 25 мая**
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Уравнения математической физики**
    🕘 09:30-12:50
    __🗣 лекция__
    __👨🏻‍🏫 Назаров А. И.
    📍 Университетский проспект, д. 28, лит. Б, 2508__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Системы управления контентом**
    🕐 13:40-15:15
    __🗣 лекция__
    __👨🏻‍🏫 Хлобыстова А. О.
    📍 Университетский проспект, д. 28, лит. В, 3394__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Алгоритмы анализа графов**
    🕐 13:40-15:15
    __🗣 лекция__
    __👨🏻‍🏫 Гориховский В. И.
    📍 Университетский проспект, д. 28, лит. Д,3315__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Основы информационного поиска**
    🕒 15:25-18:00
    __🗣 лекция__
    __👨🏻‍🏫 Ловягин Ю. Н.
    📍 Университетский проспект, д. 28, лит. В, 3394__


📛 Сообщение слишком длинное...",0,0
SPBU timetable,2023-02-26 18:43:40+03:00,20.Б08-мм,0,0
SPBU timetable,2023-02-26 18:43:20+03:00,"👨‍👩‍👧‍👦 Введите название группы:
 *️⃣ __например, 20.Б08-мм__",0,0
SPBU timetable,2023-02-26 18:43:19+03:00,/start,0,0
SPBU timetable,2022-11-28 22:55:09+03:00,"👨‍👩‍👧‍👦 Группа: **Группа 20.Б08-мм**
📆 Неделя: [28.11 — 04.12](https://timetable.spbu.ru/MATH/StudentGroupEvents/Primary/334753/2022-11-28)",0,0
SPBU timetable,2022-11-28 22:55:03+03:00,/my_schedule,0,0
SPBU timetable,2022-11-28 22:54:24+03:00,"👨‍👩‍👧‍👦 Группа: **Группа 20.Б08-мм**
📆 Неделя: [28.11 — 04.12](https://timetable.spbu.ru/MATH/StudentGroupEvents/Primary/334753/2022-11-28)


1️⃣ **понедельник, 28 ноября**
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Методы вычислений и вычислительный практикум**
    🕘 09:30-11:05
    __🗣 лекция__
    __👨🏻‍🏫 Лебедева А. В.
    📍 Университетский проспект, д. 28, лит. А,1__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Функциональный анализ**
    🕚 11:05-12:40
    __🗣 лекция__
    __👨🏻‍🏫 Виденский И. В.
    📍 Университетский проспект, д. 28, лит. А,7__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Функциональный анализ**
    🕐 13:30-15:05
    __🗣 лекция__
    __👨🏻‍🏫 Виденский И. В.
    📍 Университетский проспект, д. 28, лит. А,7__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Системное программирование**
    🕒 15:25-17:00
    __💬 семинар__
    __👨🏻‍🏫 Терехов А. Н.
    📍 Университетский проспект, д. 28, лит. Д,2448__


2️⃣ **вторник, 29 ноября**
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Методы вычислений и вычислительный практикум**
    🕘 09:40-11:15
    __🔬 лабораторная работа__
    __👨🏻‍🏫 Лебедева А. В.
    📍 Университетский проспект, д. 28, лит. Д,2412__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория вероятностей и математическая статистика**
    🕚 11:15-12:50
    __🧑🏻‍💻 практическое занятие__
    __👨🏻‍🏫 Невзоров В. Б.
    📍 Университетский проспект, д. 28, лит. Б, 2508__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория вероятностей и математическая статистика**
    🕐 13:40-15:15
    __🗣 лекция__
    __👨🏻‍🏫 Невзоров В. Б.
    📍 Университетский проспект, д. 28, лит. А,7__


3️⃣ **среда, 30 ноября**
📍 Университетский проспект, д. 28, лит. Д
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Компьютерные сети и хранилища данных**
    🕘 09:30-12:00
    __🗣 лекция__
    __👨🏻‍🏫 Зеленчук И. В.
    🚪 каб. 2448__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Компьютерные сети и хранилища данных**
    🕛 12:05-12:50
    __🔬 лабораторная работа__
    __👨🏻‍🏫 Зеленчук И. В.
    🚪 каб. 2448__


4️⃣ **четверг, 1 декабря**
📍 Университетский проспект, д. 28, лит. Д
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Основы компьютерной графики и обработки изображений**
    🕘 09:30-11:05
    __🗣 лекция__
    __👨🏻‍🏫 Смирнов М. Н.
    🚪 каб. 2406__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Java-технологии**
    🕘 09:30-11:05
    __🗣 лекция__
    __👨🏻‍🏫 Салищев С. И.
    🚪 каб. 3315__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Методы хранения и индексирования**
    🕚 11:15-12:50
    __💬 семинар__
    __👨🏻‍🏫 Михайлова Е. Г.
    🚪 каб. 2448__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Data Science: основы обработки и анализа данных**
    🕐 13:40-16:10
    __🗣 лекция__
    __👨🏻‍🏫 Абрамов М. В.
    🚪 каб. 2410__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Data Science: комплексы программ**
    🕐 13:40-16:10
    __🗣 лекция__
    __👨🏻‍🏫 Корепанова А. А.
    🚪 каб. 2446__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Data Science: основы обработки и анализа данных**
    🕓 16:15-17:00
    __🔬 лабораторная работа__
    __👨🏻‍🏫 Олисеенко В. Д.
    🚪 каб. 2410__


6️⃣ **суббота, 3 декабря**
📍 Университетский проспект, д. 28, лит. Д
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория формальных языков и трансляций**
    🕚 11:15-12:50
    __🗣 лекция__
    __👨🏻‍🏫 Федорченко Л. Н.
    🚪 каб. 2448__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Теория формальных языков и трансляций**
    🕐 13:40-15:15
    __🗣 лекция__
    __👨🏻‍🏫 Федорченко Л. Н.
    🚪 каб. 2448__
     ┈┈┈┈┈┈┈┈┈┈┈┈
    **Электив. Поиск и анализ информации**
    🕔 17:10-19:40
    __🗣 лекция__
    __👨🏻‍🏫 Графеева Н. Г.
    🚪 каб. 2414__",0,0
SPBU timetable,2022-11-28 22:54:21+03:00,20.Б08-мм,0,0
SPBU timetable,2022-11-28 22:53:48+03:00,"👨‍👩‍👧‍👦 Введите название группы:
 *️⃣ __например, 20.Б08-мм__",0,0
SPBU timetable,2022-11-28 22:53:48+03:00,/start,0,0
SPBU timetable,2022-11-28 22:53:30+03:00,⚠ Произошла ошибка :(,0,0
SPBU timetable,2022-11-28 22:53:25+03:00,⚠ Произошла ошибка :(,0,0
SPBU timetable,2022-04-28 17:42:52+03:00,⚙️ Хотите сделать это расписание своим основным?,0,0
SPBU timetable,2022-04-28 17:42:42+03:00,"Преподаватель: **Косовская Т. М.**
📆 [Неделя: 25.04 — 01.05](https://timetable.spbu.ru/WeekEducatorEvents/2715/2022-04-25)


1️⃣ **понедельник, 25 апреля**
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Математическая логика**
    🕟 09:30–11:05
    🎓 Группы: **20.Б10-мм, 20.Б07-мм, 20.Б09-мм, 20.Б08-мм**
    ✍🏻 Формат: __лекция__
    🚩 Место: __Онлайн__


3️⃣ **среда, 27 апреля**
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Информатика**
    🕟 17:10–18:45
    🎓 Группы: **20.Б04-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Java-технологии. Часть 1**
    🕟 19:00–20:35
    🎓 Группы: **19.Б10-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Java-технологии. Часть 1**
    🕟 19:00–20:35
    🎓 Группы: **19.Б08-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Java-технологии. Часть 1**
    🕟 19:00–20:35
    🎓 Группы: **19.Б09-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Java-технологии. Часть 1**
    🕟 19:00–20:35
    🎓 Группы: **19.Б07-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Архитектура процессора**
    🕟 19:00–20:35
    🎓 Группы: **19.Б07-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Архитектура процессора**
    🕟 19:00–20:35
    🎓 Группы: **19.Б10-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Архитектура процессора**
    🕟 19:00–20:35
    🎓 Группы: **19.Б09-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Архитектура процессора**
    🕟 19:00–20:35
    🎓 Группы: **19.Б08-мм**
    ✍🏻 Формат: __экзамен (комиссия)__
    🚩 Место: __Онлайн__


4️⃣ **четверг, 28 апреля**
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Математическая логика**
    🕟 15:25–17:00
    🎓 Группы: **20.Б09-мм**
    ✍🏻 Формат: __практическое занятие__
    🚩 Место: __Университетский проспект, д. 28, лит. Б,1520__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Введение в современное программирование**
    🕟 15:30–17:05
    🎓 Группы: **21.Б13-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Университетский проспект, д. 28, лит. В,3395__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Математическая логика**
    🕟 17:10–18:45
    🎓 Группы: **20.Б10-мм**
    ✍🏻 Формат: __практическое занятие__
    🚩 Место: __Университетский проспект, д. 28, лит. Б,2528__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Основы работы в операционных
  системах семейства Unix**
    🕟 17:30–19:05
    🎓 Группы: **21.Б13-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Университетский проспект, д. 28, лит. В,3395__


5️⃣ **пятница, 29 апреля**
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Электив. Логико-предметный подход
  к решению задач искусственного интеллекта**
    🕟 12:00–13:35
    🎓 Группы: **18.Б10-мм, 18.Б08-мм, 18.Б09-мм, 18.Б07-мм**
    ✍🏻 Формат: __зачёт__
    🚩 Место: __Университетский проспект, д. 28, лит. В, 3381__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Практикум на ЭВМ**
    🕟 17:00–18:35
    🎓 Группы: **21.Б05-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Университетский проспект, д. 28, лит. В,3390__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Практикум на ЭВМ**
    🕟 17:00–18:35
    🎓 Группы: **21.Б04-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Университетский проспект, д. 28, лит. В,3390__
  ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
     **Практикум на ЭВМ**
    🕟 17:00–18:35
    🎓 Группы: **21.Б06-мм**
    ✍🏻 Формат: __зачёт (комиссия)__
    🚩 Место: __Университетский проспект, д. 28, лит. В,3390__",0,0
SPBU timetable,2022-04-28 17:42:19+03:00,/educator,0,0
SPBU timetable,2022-04-28 17:42:08+03:00,"📆 [Неделя: 25.04 — 01.05](https://timetable.spbu.ru/MATH/StudentGroupEvents/Primary/304700/2022-04-25)
ТЕСТОВЫЙ РЕЖИМ!!!",0,0
SPBU timetable,2022-04-28 17:41:10+03:00,⚙️ Хотите сделать это расписание своим основным?,0,0
SPBU timetable,2022-04-28 17:41:02+03:00,20.Б09,0,0
SPBU timetable,2022-04-28 17:40:32+03:00,"Введите название группы:
*__например, 20.Б09-мм__",0,0
SPBU timetable,2022-04-28 17:40:32+03:00,/start,0,0
Магистратура в СПбГУ,2025-04-17 15:07:05+03:00,"Питерский воздух и еще **неделька на подачу заявки** — звучит как план 💡

Зовем всех, кто интересуется гуманитарными и социальными науками, любит лекции и хочет найти новых друзей, на Образовательный социогуманитарный форум [СПбГУ](https://t.me/spbuniversity1724).

Форум пройдет с 19 по 25 мая в Санкт-Петербурге,
а прием заявок продлен до 27 апреля — судьба подмигивает, не игнорируй 🔋

[**Лови ссылку.**](http://yandex.ru/profi/educational_activities/2024/spbu)

#РоссияСтранаВозможностей #япрофессионал",1804,7
Магистратура в СПбГУ,2025-04-17 11:06:02+03:00,"**Санкт-Петербургский государственный университет приглашает принять участие в онлайн-лекции «How a lawyer can become an international arbitrator?»**

📆 17 апреля, 18:00
📜 Язык мероприятия – английский.
🖥️ [**Трансляция**](https://vk.com/video-47539247_456239511)

🗣️ Спикер: 
Абхинав Бушан – арбитр, выступавший во многих международных арбитражах, включая ICC, SIAC и LMAA. Господин Бушан был назначен в группу арбитров Шанхайской арбитражной комиссии (SHAC), Шанхай, Китай, и в группу арбитров Азиатского международного арбитражного центра (AIAC), Куала-Лумпур, Малайзия.

☝🏼 Лекция будет интересна поступающим на образовательную программу магистратуры [**«Transnational Legal Practice (in English) / Юридическое сопровождение международного бизнеса (на английском языке)»,**](https://spbu.ru/postupayushchim/programms/magistratura/transnational-legal-practice-english-yuridicheskoe) а также всем, кто интересуется вопросами международного арбитража.",1741,11
Магистратура в СПбГУ,2025-04-16 22:00:37+03:00,"🎓 **Санкт-Петербургский университет опубликовал [****информацию о количестве мест для приёма на целевое обучение по программам магистратуры, ординатуры и аспирантуры****](https://spbu.ru/news-events/novosti/spbgu-obyavil-kolichestvo-mest-dlya-priema-na-obuchenie-po-kvotam).**

Это отличная новость для тех, кто планирует продолжить образование и получить квалификацию в выбранной области.

📑 **Что нужно знать поступающим**:
🔹целевые квоты выделяются в рамках отдельного конкурса для абитуриентов, подавших заявку на целевое обучение
🔹заявки подаются на предложения, размещенные заказчиками целевого обучения на Единой цифровой платформе в сфере занятости и трудовых отношений «Работа в России»
🔹приём заявлений для участия в конкурсе на обучение по программам магистратуры начнётся 20 июня 2025 года

💫 Не упустите возможность подать заявку на целевое обучения и продолжить путь к успешной карьере!

🔗** Полезные ссылки:**
▫️Актуальная информация об условиях поступления и перечне образовательных программ размещена [на сайте Приёмной комиссии СПбГУ](https://abiturient.spbu.ru/programs/magistratura/)
▫️[Информация о количестве мест в рамках целевой квоты](https://abiturient.spbu.ru/medialibrary/ru/2025/mag/quotas_mag_2025.pdf)",1761,30
Магистратура в СПбГУ,2025-04-12 19:06:17+03:00,"🔭Мы показали лишь небольшую часть. Но вы тоже можете увидеть всю эту красоту! 

Экспозиция будет работать до 6 июня в **Музее современных искусств имени Дягилева СПбГУ.**",1809,0
Магистратура в СПбГУ,2025-04-12 19:06:02+03:00,"Прямо с открытия координатор программ Петербургского отделения Федерации космонавтики России Ирина Исаева **отправила фотографию картины Алисы Юфы «Пора домой» космонавту, Герою России Ивану Вагнеру**, как символ того, что близкие ждут его возвращения с орбиты🧑‍🚀",1766,0
Магистратура в СПбГУ,2025-04-12 19:05:45+03:00,"🧑‍🚀В такой день мы, конечно же, не смогли пройти мимо нашей тематической выставки

На экспозиции представлены работы современных художников и уникальные артефакты из научных коллекций СПбГУ.",1616,0
Магистратура в СПбГУ,2025-04-12 09:02:45+03:00,"**🎓 Санкт-Петербургский университет приглашает абитуриентов посетить День открытых дверей образовательных программ магистратуры по направлению «Юриспруденция»!**

📆 13 апреля, 11:00
📍 г. Санкт-Петербург, 22 линия В.О., д. 7, зал 1

📝 **В программе**: 

🔸 Круглый стол «Планета против Пластика: некоторые национальные и международно-правовые аспекты»;
🔸 Бизнес-квиз: правовые аспекты предпринимательства;
🔸 Правовой квест «Может ли обязательность исполнения судебного акта препятствовать уплате налога?»;
🔸 Мастер-класс «Глобальные вызовы праву интеллектуальной собственности в цифровую эпоху»;
🔸 Мастер-класс «Феномен комплексных отраслей права: взболтать, но не смешивать»

__Кроме того, мероприятие станет отличной возможностью узнать об образовательных программах и получить ответы на все вопросы о поступлении в 2025 году! А активные участники смогут получить памятные подарки.__

📎 [**Программа мероприятия**](https://vk.cc/cKzHXW)
📎 [**Не забудьте зарегистрироваться и взять с собой документ, удостоверяющий личность**](https://vk.cc/cKzI2g) 

Ждем вас в СПбГУ! 🤍",1785,5
Магистратура в СПбГУ,2025-04-11 20:10:12+03:00,"📢 **Дорогие абитуриенты, приглашаем вас на очередные Дни открытых дверей образовательных программ магистратуры.** 

☝🏼На мероприятиях вы сможете узнать больше об алгоритме поступления в 2025 году, а также о процессе обучения по выбранным программам. 
 
❗ __Обращаем внимание, что проход участников осуществляется по предварительной регистрации при предъявлении документов, удостоверяющих личность. __
 
📋 **Расписание ближайших Дней открытых дверей: **
 
🎓 Психология (все образовательные программы) 
📆 12 апреля 2025, 15:00 
📍 наб. Макарова д. 6, ауд. 313 
📝 [Регистрация](https://vk.cc/cKBhaj) 
 
🎓 Графический дизайн; Дизайн среды; Историческое исполнительство на органе, клавесине, карильоне; Реставрация предметов изобразительного и декоративно-прикладного искусства 
📆 12 апреля 2025, 17:00 
📍 6-я линия В.О, д.15, ауд. 211 (органный зал) 
📝 [Регистрация](https://vk.cc/cKBhdS)
 
🎓 Менеджмент, Государственное и муниципальное управление (магистратура) и 5.2.6. Менеджмент (аспирантура) 
📆 13 апреля 2025, 12:00 
📍 Волховский пер. д.3, ауд. 309 
 
🎓 Процессы управления 
📆 13 апреля 2025, 12:00 
📍 Петергоф, Университетский пр., д.35 
💻 [Трансляция](https://vk.cc/7dpeqf)
 
🎓 Юриспруденция 
📆 13 апреля 2025 11:00 
📍 22 линия В.О., д. 7, зал 1 (Актовый зал) 
📝 [Регистрация](https://vk.cc/cKzI2g)
 
[☝](https://vk.cc/cKBhmi)[**Следить за актуальной информацией вы можете на сайте Приёмной комиссии СПбГУ**](https://vk.cc/cKBhmi)
 
#СПбГУ #SPbU #деньоткрытыхдверей",1567,8
Магистратура в СПбГУ,2025-04-11 17:31:23+03:00,"📣** В Санкт-Петербургском государственном университете прошёл Весенний день карьеры  **
 
📍В кампусе «Михайловская дача» прошёл Весенний день карьеры СПбГУ, собравший более 1500 участников. В рамках мероприятия студенты получили возможность познакомиться с карьерными возможностями, предложениями по стажировкам и трудоустройству от ведущих российских и международных компаний. 
 
💼** На форуме обсуждались: 
**
🔹 __ключевые тренды в профессиональном развитии молодёжи, 
🔹 вызовы перед молодыми работниками и работодателями, 🔹 влияние цифровизации на рынок труда. __

__Представители компаний поделились требованиями к навыкам и компетенциям соискателей, а эксперты дали ценные советы по развитию soft skills. __🫰
 
☝🏼**Среди участников были представлены такие компании, как:**
🔹 Авито,
🔹 Б1,
🔹 Биокад,
🔹 Газпромбанк, 
🔹 Газпром нефть, 
🔹 Сбер, 
🔹 Яндекс.
 
🔗** **[Подробная информация на сайте СПбГУ](https://vk.cc/cKBThI)",1548,2
